invno,invdate,amount,tbl_customer_idtbl_customer,customer,,,,,,,,,
5629,12/12/2023,25335,421,SRI LAXMI HARDWARE - RAGALA,,,,,,,,,
5696,12/27/2023,42622.5,421,SRI LAXMI HARDWARE - RAGALA,,,,,,,,,
4958,7/31/2023,54525,422,SRI LAXMI HARDWARE - DAYAGAMA,,,,,,,,,
5622,12/12/2023,67072.5,422,SRI LAXMI HARDWARE - DAYAGAMA,,,,,,,,,
4891,7/19/2023,43177.5,423,NATHERSA HARDWARE,,,,,,,,,
4971,7/31/2023,27900,423,NATHERSA HARDWARE,,,,,,,,,
4889,7/19/2023,28260,424,ARUN TRADERS,,,,,,,,,
5351,10/12/2023,10755,424,ARUN TRADERS,,,,,,,,,
4886,7/18/2023,139470,425,VIGNESHWARA COLOR BANK,,,,,,,,,
5471,10/31/2023,16050,425,VIGNESHWARA COLOR BANK,,,,,,,,,
4925,7/25/2023,20212.5,426,KARAVITA HARDWARE,,,,,,,,,
5021,8/14/2023,12000,428,NAWALOKA HARDWARE,,,,,,,,,
4924,7/25/2023,26820,429,KODITHUWAKKU HARDWARE,,,,,,,,,
5074,8/23/2023,563010,430,ANSONS PRIVERTS LTD,,,,,,,,,
5154,8/9/2023,67200,430,ANSONS PRIVERTS LTD,,,,,,,,,
5421,10/26/2023,723765,430,ANSONS PRIVERTS LTD,,,,,,,,,
5420,10/26/2023,48000,430,ANSONS PRIVERTS LTD,,,,,,,,,
5434,10/30/2023,26325,430,ANSONS PRIVERTS LTD,,,,,,,,,
5457,8/31/2023,52650,430,ANSONS PRIVERTS LTD,,,,,,,,,
5511,11/15/2023,157350,430,ANSONS PRIVERTS LTD,,,,,,,,,
4041,10/19/2022,65445,431,LSS,,,,,,,,,
,,,,,,,,,,,,,
5113,8/31/2023,23175,432,WOOTAN,,,,,,,,,
5195,8/15/2023,121650,433,LENUJIAN STORES,,,,,,,,,
5383,10/19/2023,2685,433,LENUJIAN STORES,,,,,,,,,
4831,7/10/2023,67350,434,DICKWELLA ELECTRICALS,,,,,,,,,
5002,8/9/2023,41850,434,DICKWELLA ELECTRICALS,,,,,,,,,
5703,12/28/2023,136950,434,DICKWELLA ELECTRICALS,,,,,,,,,
5569,11/30/2023,41850,434,DICKWELLA ELECTRICALS,,,,,,,,,
5351,12/13/2023,10755,424,ARUN TRADERS,,,,,,,,,
4537,4/7/2023,335250,193,KITHSIRI ELECTRICALS,,,,,,,,,
4556,4/21/2023,423000,193,KITHSIRI ELECTRICALS,,,,,,,,,
4931,7/25/2023,120000,193,KITHSIRI ELECTRICALS,,,,,,,,,
5384,10/19/2023,67500,193,KITHSIRI ELECTRICALS,,,,,,,,,
5650,12/18/2023,814350,193,KITHSIRI ELECTRICALS,,,,,,,,,
5674,12/22/2023,139500,193,KITHSIRI ELECTRICALS,,,,,,,,,
5461,10/31/2023,43425,203,MARAWILA ELECTRICALS,,,,,,,,,
3629,3/31/2022,45000,202,MAHAWEWA ELECTRICALS,,,,,,,,,
5335,10/10/2023,24000,202,MAHAWEWA ELECTRICALS,,,,,,,,,
4551,4/20/2023,111600,182,DESHAN TRADE CENTER,,,,,,,,,
4657,5/29/2023,112000,182,DESHAN TRADE CENTER,,,,,,,,,
5070,8/22/2023,120000,182,DESHAN TRADE CENTER,,,,,,,,,
5679,12/22/2023,120000,182,DESHAN TRADE CENTER,,,,,,,,,
4882,7/17/2023,108825,223,ROYAL KEY CENTRE,,,,,,,,,
4662,5/30/2023,150855,214,NEGAMBO SALES CENTER,,,,,,,,,
4644,5/24/2023,13005,171,A.K SHADES ELECTRICALS,,,,,,,,,
4712,6/12/2023,13410,214,NEGAMBO SALES CENTER,,,,,,,,,
4646,5/25/2023,12555,171,A.K SHADES ELECTRICALS,,,,,,,,,
4788,6/28/2023,3870,214,NEGAMBO SALES CENTER,,,,,,,,,
4735,6/19/2023,42600,171,A.K SHADES ELECTRICALS,,,,,,,,,
4810,7/5/2023,90240,214,NEGAMBO SALES CENTER,,,,,,,,,
5132,9/4/2023,17302.5,214,NEGAMBO SALES CENTER,,,,,,,,,
4761,6/21/2023,13500,171,A.K SHADES ELECTRICALS,,,,,,,,,
5299,10/4/2023,40342.5,214,NEGAMBO SALES CENTER,,,,,,,,,
5111,8/31/2023,82785,171,A.K SHADES ELECTRICALS,,,,,,,,,
5479,11/3/2023,11542.5,214,NEGAMBO SALES CENTER,,,,,,,,,
5486,11/6/2023,181425,214,NEGAMBO SALES CENTER,,,,,,,,,
5495,11/8/2023,11025,214,NEGAMBO SALES CENTER,,,,,,,,,
5589,12/5/2023,22350,214,NEGAMBO SALES CENTER,,,,,,,,,
5617,12/11/2023,116062.5,214,NEGAMBO SALES CENTER,,,,,,,,,
5620,12/12/2023,41850,214,NEGAMBO SALES CENTER,,,,,,,,,
4569,4/26/2023,358335,206,MEGA ELECTRICALS - KURUNAGALA,,,,,,,,,
5706,12/28/2023,23085,214,NEGAMBO SALES CENTER,,,,,,,,,
4585,5/2/2023,162480,206,MEGA ELECTRICALS - KURUNAGALA,,,,,,,,,
5733,12/29/2023,404010,214,NEGAMBO SALES CENTER,,,,,,,,,
5320,10/9/2023,835875,206,MEGA ELECTRICALS - KURUNAGALA,,,,,,,,,
5287,9/30/2023,57675,207,MEGA ELECTRICALS-NEGAMBO,,,,,,,,,
5293,9/30/2023,219870,207,MEGA ELECTRICALS-NEGAMBO,,,,,,,,,
5602,12/6/2023,61500,207,MEGA ELECTRICALS-NEGAMBO,,,,,,,,,
4528,3/31/2023,482520,186,F.N. ELECTRICALS - NEGAMBO,,,,,,,,,
4561,4/24/2023,285450,186,F.N. ELECTRICALS - NEGAMBO,,,,,,,,,
4689,6/5/2023,313800,186,F.N. ELECTRICALS - NEGAMBO,,,,,,,,,
4833,7/10/2023,520050,186,F.N. ELECTRICALS - NEGAMBO,,,,,,,,,
5145,9/6/2023,139500,186,F.N. ELECTRICALS - NEGAMBO,,,,,,,,,
5276,9/30/2023,167625,186,F.N. ELECTRICALS - NEGAMBO,,,,,,,,,
5611,12/8/2023,459000,186,F.N. ELECTRICALS - NEGAMBO,,,,,,,,,
5646,12/18/2023,137250,186,F.N. ELECTRICALS - NEGAMBO,,,,,,,,,
5349,10/11/2023,91950,206,MEGA ELECTRICALS - KURUNAGALA,,,,,,,,,
5693,12/28/2023,655357.5,206,MEGA ELECTRICALS - KURUNAGALA,,,,,,,,,
3962,9/23/2022,14932.5,238,THISUM LIGHTING & ELECTRICALS,,,,,,,,,
4266,1/11/2023,7440,238,THISUM LIGHTING & ELECTRICALS,,,,,,,,,
4472,3/21/2023,41025,238,THISUM LIGHTING & ELECTRICALS,,,,,,,,,
5717,12/29/2023,113137.5,238,THISUM LIGHTING & ELECTRICALS,,,,,,,,,
4808,5/7/2023,24000,197,L.G.K LANKA,,,,,,,,,
5277,9/30/2023,57900,194,KOCHCHIKADE ELECTRICALS,,,,,,,,,
5105,8/29/2023,24000,197,L.G.K LANKA,,,,,,,,,
5676,12/21/2023,57900,194,KOCHCHIKADE ELECTRICALS,,,,,,,,,
5725,12/29/2023,78045,194,KOCHCHIKADE ELECTRICALS,,,,,,,,,
4462,3/20/2023,82117.5,196,KUBUKULAWA GLASS CENTER,,,,,,,,,
4834,7/10/2023,35700,196,KUBUKULAWA GLASS CENTER,,,,,,,,,
4780,6/27/2023,56175,229,SAMPATH ELECTRICALS,,,,,,,,,
5407,10/24/2023,64650,229,SAMPATH ELECTRICALS,,,,,,,,,
4795,7/31/2023,150405,228,SAMANPAHUWA STORES - NAGOLLAGODA,,,,,,,,,
4956,7/31/2023,68355,228,SAMANPAHUWA STORES - NAGOLLAGODA,,,,,,,,,
4720,6/14/2023,12000,235,T & E TRADING ,,,,,,,,,
5122,8/31/2023,180165,228,SAMANPAHUWA STORES - NAGOLLAGODA,,,,,,,,,
5272,9/30/2023,87637.5,228,SAMANPAHUWA STORES - NAGOLLAGODA,,,,,,,,,
4725,6/15/2023,12000,235,T & E TRADING ,,,,,,,,,
5465,10/31/2023,459112.5,228,SAMANPAHUWA STORES - NAGOLLAGODA,,,,,,,,,
5035,8/15/2023,12000,235,T & E TRADING ,,,,,,,,,
5265,9/30/2023,87375,187,FOUNDEX ELECTRICALS,,,,,,,,,
5281,9/30/2023,122175,187,FOUNDEX ELECTRICALS,,,,,,,,,
4463,3/20/2023,34380,227,SAMANPAHUWA STORES - BARAMPOLA,,,,,,,,,
4489,3/27/2023,18045,227,SAMANPAHUWA STORES - BARAMPOLA,,,,,,,,,
4538,4/7/2023,109500,232,SUDESH ELECTRICALS ,,,,,,,,,
4553,4/20/2023,846525,232,SUDESH ELECTRICALS ,,,,,,,,,
4594,5/4/2023,24000,227,SAMANPAHUWA STORES - BARAMPOLA,,,,,,,,,
4552,4/21/2023,36577.5,232,SUDESH ELECTRICALS ,,,,,,,,,
4656,5/29/2023,54600,227,SAMANPAHUWA STORES - BARAMPOLA,,,,,,,,,
4616,5/15/2023,154800,232,SUDESH ELECTRICALS ,,,,,,,,,
4626,5/17/2023,69900,232,SUDESH ELECTRICALS ,,,,,,,,,
5329,10/9/2023,12450,227,SAMANPAHUWA STORES - BARAMPOLA,,,,,,,,,
4680,6/2/2023,112000,232,SUDESH ELECTRICALS ,,,,,,,,,
5481,11/6/2023,57945,227,SAMANPAHUWA STORES - BARAMPOLA,,,,,,,,,
4769,6/23/2023,51930,232,SUDESH ELECTRICALS ,,,,,,,,,
4770,6/26/2023,194625,232,SUDESH ELECTRICALS ,,,,,,,,,
4800,6/30/2023,48000,232,SUDESH ELECTRICALS ,,,,,,,,,
4801,6/30/2023,52020,232,SUDESH ELECTRICALS ,,,,,,,,,
4806,6/30/2023,68985,232,SUDESH ELECTRICALS ,,,,,,,,,
5005,8/10/2023,43350,226,S.S MOBILE & ELECTRICALS ,,,,,,,,,
4908,7/21/2023,156120,232,SUDESH ELECTRICALS ,,,,,,,,,
4990,8/7/2023,31455,232,SUDESH ELECTRICALS ,,,,,,,,,
5014,8/11/2023,120000,232,SUDESH ELECTRICALS ,,,,,,,,,
5206,9/19/2023,83775,232,SUDESH ELECTRICALS ,,,,,,,,,
5291,9/30/2023,238020,232,SUDESH ELECTRICALS ,,,,,,,,,
5331,10/9/2024,12150,232,SUDESH ELECTRICALS ,,,,,,,,,
5379,10/18/2023,27892.5,232,SUDESH ELECTRICALS ,,,,,,,,,
5636,12/15/2023,33480,232,SUDESH ELECTRICALS ,,,,,,,,,
4426,3/8/2023,39090,435,NEW COLOMBO HARDWARE,,,,,,,,,
5663,12/20/2023,315000,232,SUDESH ELECTRICALS ,,,,,,,,,
4727,6/16/2023,12900,435,NEW COLOMBO HARDWARE,,,,,,,,,
5688,12/22/2023,192225,232,SUDESH ELECTRICALS ,,,,,,,,,
4921,7/25/2023,12000,240,WAYAMBA HADWARE - DUMMALASURIYA,,,,,,,,,
4531,4/6/2023,13762.5,213,NATHTHANDIYA ELECTRICAL,,,,,,,,,
4592,5/3/2023,26212.5,213,NATHTHANDIYA ELECTRICAL,,,,,,,,,
4922,7/25/2023,47430,240,WAYAMBA HADWARE - DUMMALASURIYA,,,,,,,,,
4612,5/11/2023,16200,213,NATHTHANDIYA ELECTRICAL,,,,,,,,,
4866,7/13/2023,126022.5,213,NATHTHANDIYA ELECTRICAL,,,,,,,,,
5273,9/30/2023,51360,240,WAYAMBA HADWARE - DUMMALASURIYA,,,,,,,,,
4902,7/20/2023,22387.5,213,NATHTHANDIYA ELECTRICAL,,,,,,,,,
5290,9/30/2023,76485,213,NATHTHANDIYA ELECTRICAL,,,,,,,,,
5344,10/11/2023,50400,213,NATHTHANDIYA ELECTRICAL,,,,,,,,,
4511,3/30/2023,112000,221,PRADEEP DISTRIBUTORS ,,,,,,,,,
5462,10/31/2023,5310,213,NATHTHANDIYA ELECTRICAL,,,,,,,,,
4939,7/26/2023,168000,221,PRADEEP DISTRIBUTORS ,,,,,,,,,
5722,12/29/2023,317737.5,213,NATHTHANDIYA ELECTRICAL,,,,,,,,,
4784,6/27/2023,75765,217,NEW FUJI ELECTRICALS,,,,,,,,,
4852,7/12/2023,34425,217,NEW FUJI ELECTRICALS,,,,,,,,,
4884,7/17/2023,10417.5,217,NEW FUJI ELECTRICALS,,,,,,,,,
1308,7/17/2023,31455,217,NEW FUJI ELECTRICALS,,,,,,,,,
4897,7/20/2024,5625,217,NEW FUJI ELECTRICALS,,,,,,,,,
4907,7/21/2023,31455,217,NEW FUJI ELECTRICALS,,,,,,,,,
5181,9/13/2023,24000,217,NEW FUJI ELECTRICALS,,,,,,,,,
5275,9/30/2023,174750,217,NEW FUJI ELECTRICALS,,,,,,,,,
5715,12/29/2023,113887.5,217,NEW FUJI ELECTRICALS,,,,,,,,,
4841,7/10/2023,6000,436,LAXMAN HARDWARE,,,,,,,,,
4842,7/10/2023,8595,436,LAXMAN HARDWARE,,,,,,,,,
4587,5/3/2023,173940,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
4628,5/17/2023,100537.5,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
4667,5/31/2023,332265,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
4782,6/27/2023,555232.5,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
4961,7/31/2023,502770,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
4976,7/31/2023,76725,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
5065,8/22/2023,44475,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
5117,8/31/2023,512400,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
5295,9/30/2023,601357.5,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
5415,10/25/2023,291997.5,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
5416,8/25/2023,315997.5,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
5664,12/20/2023,52245,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
5700,12/27/2023,17100,218,NEW ILFRAD TRADE CENTRE,,,,,,,,,
4840,7/10/2023,55950,219,NIPPON MAHAGEDARA,,,,,,,,,
4909,7/21/2023,22012.5,219,NIPPON MAHAGEDARA,,,,,,,,,
5126,8/31/2023,61860,219,NIPPON MAHAGEDARA,,,,,,,,,
5271,9/30/2023,69900,219,NIPPON MAHAGEDARA,,,,,,,,,
5381,10/18/2023,24525,219,NIPPON MAHAGEDARA,,,,,,,,,
5596,12/6/2023,67500,219,NIPPON MAHAGEDARA,,,,,,,,,
5657,12/19/2023,220837.5,219,NIPPON MAHAGEDARA,,,,,,,,,
5099,8/28/2023,104940,243,WESTERN PLYWOOD,,,,,,,,,
5694,12/27/2023,90495,243,WESTERN PLYWOOD,,,,,,,,,
4963,7/31/2023,660495,176,BRIGHT LIFE,,,,,,,,,
5282,9/30/2023,177490,176,BRIGHT LIFE,,,,,,,,,
4401,2/27/2023,22050,437,SARADHA ELECTRICALS,,,,,,,,,
4760,6/12/2023,9000,437,SARADHA ELECTRICALS,,,,,,,,,
5284,9/30/2023,7200,437,SARADHA ELECTRICALS,,,,,,,,,
4835,7/10/2023,12375,438,DISSANAYAKA HARDWARE,,,,,,,,,
4885,7/17/2023,84547.5,439,GLOBAL HARDWARE,,,,,,,,,
4964,7/31/2023,72000,439,GLOBAL HARDWARE,,,,,,,,,
5112,8/31/2023,517312.5,439,GLOBAL HARDWARE,,,,,,,,,
5128,8/31/2023,101362.5,439,GLOBAL HARDWARE,,,,,,,,,
5238,9/29/2023,111225,439,GLOBAL HARDWARE,,,,,,,,,
5270,9/30/2023,104850,439,GLOBAL HARDWARE,,,,,,,,,
5459,10/31/2023,204525,439,GLOBAL HARDWARE,,,,,,,,,
5110,8/29/2023,51562.5,146,NEW WAYAMBA HARDWARE - MALSIRIPURA,,,,,,,,,
5182,9/13/2023,82830,440,A WIN ELECTRICALS & LIGHTING,,,,,,,,,
5274,9/30/2023,116715,440,A WIN ELECTRICALS & LIGHTING,,,,,,,,,
5184,9/14/2023,61650,441,KADAHAPOLA PICTURE PALACE,,,,,,,,,
5198,9/15/2023,85882.5,442,M.F.H.HARDWARE,,,,,,,,,
5199,9/18/2023,48757.5,443,ATTHAPATTHU HARDWARE,,,,,,,,,
5209,9/19/2023,49282.5,444,KOSWATTHA PICTURE PALACE,,,,,,,,,
5220,9/21/2023,54735,445,CERAMIC LANKA,,,,,,,,,
5283,9/30/2023,17475,174,ASIAN HARDWARE ,,,,,,,,,
4951,7/27/2023,63000,108,ABISHEKA ELECTRICALS,,,,,,,,,
4989,8/7/2023,15390,108,ABISHEKA ELECTRICALS,,,,,,,,,
5247,9/27/2023,83700,108,ABISHEKA ELECTRICALS,,,,,,,,,
5292,9/30/2023,66487.5,108,ABISHEKA ELECTRICALS,,,,,,,,,
5448,10/31/2023,303562.5,108,ABISHEKA ELECTRICALS,,,,,,,,,
5689,12/27/2023,676837.5,108,ABISHEKA ELECTRICALS,,,,,,,,,
4245,1/4/2023,52425,446,JAYANATH ELECTRICALS,,,,,,,,,
5268,9/30/2023,58575,446,JAYANATH ELECTRICALS,,,,,,,,,
5269,9/30/2023,43687.5,446,JAYANATH ELECTRICALS,,,,,,,,,
5294,9/30/2023,85312.5,446,JAYANATH ELECTRICALS,,,,,,,,,
5441,10/30/2024,191587.5,446,JAYANATH ELECTRICALS,,,,,,,,,
5721,12/29/2023,402660,446,JAYANATH ELECTRICALS,,,,,,,,,
2882,8/16/2023,90000,158,SIYABALAPITIYA ELECTRICALS,,,,,,,,,
5404,10/23/2023,24000,150,POWER ELECTRICALS,,,,,,,,,
4114,11/16/2023,690,107,A.H.M HARDWARE ,,,,,,,,,
4377,2/20/2023,28860,107,A.H.M HARDWARE ,,,,,,,,,
4802,6/30/2023,137992.5,107,A.H.M HARDWARE ,,,,,,,,,
4872,7/14/2023,25005,107,A.H.M HARDWARE ,,,,,,,,,
4873,7/14/2023,142042.5,107,A.H.M HARDWARE ,,,,,,,,,
4890,7/19/2023,16582.5,107,A.H.M HARDWARE ,,,,,,,,,
5433,10/30/2023,108435,107,A.H.M HARDWARE ,,,,,,,,,
5726,12/29/2023,50715,107,A.H.M HARDWARE ,,,,,,,,,
5470,10/31/2023,50805,447,SAWSIRI STORES,,,,,,,,,
5704,12/28/2023,50220,447,SAWSIRI STORES,,,,,,,,,
5571,11/30/2023,52327.5,449,LIYANAGE ELECTRICALS,,,,,,,,,
5727,12/29/2023,217507.5,373,M/S.NEW WAYAMBA LIGHTS,,,,,,,,,
4945,7/23/2023,102787.5,450,M/S.SUNDHARSON,,,,,,,,,
5033,8/15/2023,112980,451,M/S.PILLAYAR HARDWARE,,,,,,,,,
5036,8/15/2023,201817.5,452,M/S.S.R. ELECTRICALS,,,,,,,,,
5343,10/11/2023,39015,452,M/S.S.R. ELECTRICALS,,,,,,,,,
5423,10/26/2023,140887.5,452,M/S.S.R. ELECTRICALS,,,,,,,,,
5502,10/13/2023,160500,452,M/S.S.R. ELECTRICALS,,,,,,,,,
5038,8/16/2023,103597.5,453,M/S.A.T. WIRING & PLUMPING,,,,,,,,,
4946,7/27/2023,110535,454,M/S. MARIYA TRADERS,,,,,,,,,
5047,8/18/2023,12000,455,M/S. ANO TRADERS,,,,,,,,,
5048,8/18/2023,269700,455,M/S. ANO TRADERS,,,,,,,,,
5068,8/22/2023,12000,456,M/S. ANTONIS HARDWARE,,,,,,,,,
5069,8/22/2023,137062.5,456,M/S. ANTONIS HARDWARE,,,,,,,,,
5184,9/14/2023,57765,456,M/S. ANTONIS HARDWARE,,,,,,,,,
5402,10/23/2023,89977.5,456,M/S. ANTONIS HARDWARE,,,,,,,,,
5066,8/22/2023,103080,457,M/S. NEW KATHEESAN,,,,,,,,,
5376,10/17/2023,161910,457,M/S. NEW KATHEESAN,,,,,,,,,
5377,10/17/2023,12000,457,M/S. NEW KATHEESAN,,,,,,,,,
5554,11/24/2023,12000,457,M/S. NEW KATHEESAN,,,,,,,,,
5078,8/24/2023,103627.5,458,M/S. MAHESH & SONS,,,,,,,,,
5081,8/24/2023,24000,459,M/S. M.M.S.  ELECTRICALS,,,,,,,,,
5082,8/24/2023,98475,459,M/S. M.M.S.  ELECTRICALS,,,,,,,,,
5119,8/31/2023,127680,460,M/S. THRISHAN HARDWARE,,,,,,,,,
5120,8/31/2023,40680,461,M/S. VINAYAGAS TRADING,,,,,,,,,
4862,7/13/2023,12000,462,M/S. THAYA ELECTRICALS,,,,,,,,,
4863,7/13/2023,178627.5,462,M/S. THAYA ELECTRICALS,,,,,,,,,
4991,8/8/2023,55627.5,462,M/S. THAYA ELECTRICALS,,,,,,,,,
5297,10/4/2023,104850,462,M/S. THAYA ELECTRICALS,,,,,,,,,
5643,12/15/2023,28725,462,M/S. THAYA ELECTRICALS,,,,,,,,,
4856,7/12/2023,24000,463,M/S. GOLDEN ELECTRICALS,,,,,,,,,
4859,7/13/2024,247020,463,M/S. GOLDEN ELECTRICALS,,,,,,,,,
4008,10/10/2022,759975,338,SAM LANKA,,,,,,,,,
4050,10/21/2022,32512.5,338,SAM LANKA,,,,,,,,,
,,,,,,,,,,,,,
4129,11/22/2022,26550,338,SAM LANKA,,,,,,,,,
4208,12/22/2022,87300,338,SAM LANKA,,,,,,,,,
4492,3/27/2023,53887.5,338,SAM LANKA,,,,,,,,,
4503,3/29/2023,598605,338,SAM LANKA,,,,,,,,,
4838,7/10/2023,225900,338,SAM LANKA,,,,,,,,,
5061,8/21/2023,187200,338,SAM LANKA,,,,,,,,,
5260,9/30/2023,55500,338,SAM LANKA,,,,,,,,,
5378,10/17/2023,130050,338,SAM LANKA,,,,,,,,,
5651,12/18/2023,138300,338,SAM LANKA,,,,,,,,,
5728,12/29/2023,477675,338,SAM LANKA,,,,,,,,,
5733,12/31/2023,10575,338,SAM LANKA,,,,,,,,,
5169,9/12/2023,24000,464,M/S. RAJA RANI,,,,,,,,,
4046,10/21/2022,60825,465,M/S. EZHLILAHAM ELECTRICALS,,,,,,,,,
4288,1/20/2023,54967.5,465,M/S. EZHLILAHAM ELECTRICALS,,,,,,,,,
5091,8/28/2023,107910,465,M/S. EZHLILAHAM ELECTRICALS,,,,,,,,,
5720,12/29/2023,127710,465,M/S. EZHLILAHAM ELECTRICALS,,,,,,,,,
4203,12/21/2022,98775,360,INDHU HARDWARE,,,,,,,,,
4403,2/27/2023,103417.5,360,INDHU HARDWARE,,,,,,,,,
4864,7/13/2023,115942.5,360,INDHU HARDWARE,,,,,,,,,
5449,10/31/2023,204690,360,INDHU HARDWARE,,,,,,,,,
4217,12/23/2022,75487.5,364,NITHI STORES,,,,,,,,,
4920,7/25/2023,12000,364,NITHI STORES,,,,,,,,,
4661,5/30/2023,20160,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
46672,5/31/2023,40125,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4749,6/20/2023,80250,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4774,6/26/2023,181027.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4789,6/29/2023,2700,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4797,6/30/2023,80250,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4849,7/12/2023,414150,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4851,7/12/2023,237540,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4857,7/12/2023,58410,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4858,7/12/2023,8872.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4988,8/7/2023,231120,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5060,8/21/2023,50700,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5261,9/30/2023,87375,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5309,10/5/2023,10837.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5310,10/5/2023,10080,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5499,11/10/2023,28507.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5504,11/14/2023,27592.5,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5625,12/13/2023,447750,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
5639,12/15/2023,9450,466,M/S. JAFFNA ELECTRICALS,,,,,,,,,
4532,4/6/2023,8685,467,M/S. DG  ELECTRICALS,,,,,,,,,
4599,5/8/2023,48000,467,M/S. DG  ELECTRICALS,,,,,,,,,
4718,6/14/2023,24000,467,M/S. DG  ELECTRICALS,,,,,,,,,
4844,7/11/2023,68325,467,M/S. DG  ELECTRICALS,,,,,,,,,
4855,7/12/2023,32925,467,M/S. DG  ELECTRICALS,,,,,,,,,
4878,7/17/2023,188752.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5072,8/23/2023,186757.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5073,8/23/2023,24000,467,M/S. DG  ELECTRICALS,,,,,,,,,
5166,9/12/2023,84960,467,M/S. DG  ELECTRICALS,,,,,,,,,
5204,9/19/2023,65655,467,M/S. DG  ELECTRICALS,,,,,,,,,
5236,9/26/2023,24000,467,M/S. DG  ELECTRICALS,,,,,,,,,
5239,9/26/2023,44610,467,M/S. DG  ELECTRICALS,,,,,,,,,
5326,10/9/2023,49890,467,M/S. DG  ELECTRICALS,,,,,,,,,
5418,10/25/2023,121312.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5446,10/31/2023,157905,467,M/S. DG  ELECTRICALS,,,,,,,,,
5468,10/31/2023,200985,467,M/S. DG  ELECTRICALS,,,,,,,,,
5475,10/31/2023,127560,467,M/S. DG  ELECTRICALS,,,,,,,,,
5523,11/16/2023,48000,467,M/S. DG  ELECTRICALS,,,,,,,,,
5568,11/30/2023,56242.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5572,11/30/2023,17475,467,M/S. DG  ELECTRICALS,,,,,,,,,
5655,12/19/2023,89932.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5699,12/27/2023,42607.5,467,M/S. DG  ELECTRICALS,,,,,,,,,
5731,12/29/2023,341070,467,M/S. DG  ELECTRICALS,,,,,,,,,
4906,7/21/2023,125220,468,M/S. VISHWAYA MULTY CENTRE,,,,,,,,,
5608,12/7/2023,153285,468,M/S. VISHWAYA MULTY CENTRE,,,,,,,,,
4968,7/11/2023,12000,469,M/S. RITHUBHAN MOTORS,,,,,,,,,
4969,7/11/2023,218295,469,M/S. RITHUBHAN MOTORS,,,,,,,,,
5115,8/31/2023,96300,469,M/S. RITHUBHAN MOTORS,,,,,,,,,
5437,10/30/2023,147705,469,M/S. RITHUBHAN MOTORS,,,,,,,,,
4974,7/31/2023,193350,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5023,8/14/2023,21675,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5030,8/15/2023,118950,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5085,8/25/2023,114285,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5125,8/31/2023,10207.5,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5325,10/9/2023,21765,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5724,12/29/2023,158010,470,M/S. WHITE LIGHT ELECTRICALS,,,,,,,,,
5001,8/9/2023,154140,471,M/S. SIVAGURU  ELECTRICALS,,,,,,,,,
5190,9/15/2023,149985,472,M/S. ERIC ELECTRICALS,,,,,,,,,
5371,10/17/2023,170325,472,M/S. ERIC ELECTRICALS,,,,,,,,,
5350,10/11/2023,69210,473,M/S. VISANTHIJA ELECTRICALS,,,,,,,,,
5350,10/13/2023,114930,474,M/S. GNANAM TECHNOLOGY,,,,,,,,,
5382,10/18/2023,113370,475,M/S. ANUJAN ELECTRICALS,,,,,,,,,
